101	0.0	0.0
202	0.0	0.0
303	0.0	0.35000000000000003
404	0.0	0.0
505	0.0	0.0
606	0.0	0.0
707	0.0	0.0
808	0.0	0.0
909	0.0	0.0
1010	0.0	0.25
1111	0.0	0.25
1212	0.0	0.4
1313	0.0	0.0
1414	0.0	0.0
1515	0.0	0.4
1616	0.0	0.0
1717	0.0	0.0
1818	0.1	0.0
1919	0.0	0.0
2020	0.0	0.6000000000000001
2121	0.0	0.0
2222	0.0	0.0
2323	0.0	0.30000000000000004
2424	0.0	0.4
2525	0.0	0.30000000000000004
2626	0.0	1.05
2727	0.0	0.0
2828	0.0	0.4
2929	0.0	0.0
3030	0.0	0.0
3131	0.0	0.0
3232	0.0	0.0
3333	0.1	0.0
3434	0.0	0.35000000000000003
3535	0.0	0.7333333500000001
3636	0.0	0.0
3737	0.0	0.0
3838	0.0	0.0
3939	0.0	0.0
4040	0.0	0.0
4141	0.0	0.7250000000000001
4242	0.0	0.0
4343	0.0	0.0
4444	0.0	0.6000000000000001
4545	0.0	0.0
4646	0.1	1.2083333500000002
4747	0.0	0.45
4848	0.0	0.9083333500000002
4949	0.0	0.25
5050	0.0	0.30000000000000004
5151	0.0	0.0
5252	0.0	0.0
5353	0.0	0.78333335
5454	0.0	0.0
5555	0.0	0.30000000000000004
5656	0.0	0.0
5757	0.0	0.0
5858	0.0	0.0
5959	0.2	0.25
6060	0.0	0.4
6161	0.0	0.0
6262	0.0	0.0
6363	0.0	0.0
6464	0.0	0.2
6565	0.0	0.0
6666	0.0	0.0
6767	0.0	0.0
6868	0.0	0.0
6969	0.0	0.25
7070	0.0	0.4
7171	0.0	0.35000000000000003
7272	0.0	0.30000000000000004
7373	0.0	0.5583333500000001
7474	0.0	0.0
7575	0.0	0.0
7676	0.0	0.30000000000000004
7777	0.0	0.0
7878	0.0	0.5583333500000001
7979	0.0	0.4
8080	0.0	0.0
8181	0.0	0.25
8282	0.0	0.0
8383	0.1	0.2
8484	0.0	0.25
8585	0.0	0.0
8686	0.0	0.0
8787	0.0	0.25
8888	0.0	0.0
8989	0.0	0.30000000000000004
9090	0.0	0.0
9191	0.0	0.2
9292	0.0	0.0
9393	0.0	0.5
9494	0.0	0.0
9595	0.0	0.0
9696	0.0	0.0
9797	0.0	0.0
9898	0.0	0.0
9999	0.0	0.8083333500000001
10100	0.0	0.25
10201	0.0	0.0
10302	0.0	0.0
10403	0.0	0.0
10504	0.0	0.25
10605	0.0	0.4
10706	0.0	0.0
10807	0.0	0.0
10908	0.0	0.30000000000000004
11009	0.0	0.0
11110	0.0	0.0
11211	0.0	0.6083333500000001
11312	0.0	0.0
11413	0.0	0.30000000000000004
11514	0.0	0.0
11615	0.0	0.0
11716	0.0	0.35000000000000003
11817	0.0	0.30000000000000004
11918	0.0	0.0
12019	0.0	0.0
12120	0.0	0.0
12221	0.0	0.0
12322	0.0	0.0
12423	0.0	0.0
12524	0.0	0.0
12625	0.1	0.35000000000000003
12726	0.0	0.65
12827	0.0	0.0
12928	0.0	0.0
13029	0.0	0.0
